Chrom.1		
UV		
ml	mAU	
1.088	0.2644407	
1.089	0.2642833	
1.091	0.2641782	
1.092	0.2650285	
1.094	0.2659305	
1.095	0.2660833	
1.097	0.2673372	
1.098	0.2681143	
1.1	0.2669338	
1.101	0.2672215	
1.103	0.2683291	
1.104	0.2684296	
1.106	0.2688274	
1.107	0.2692809	
1.109	0.2693141	
1.11	0.2693232	
1.112	0.2703324	
1.113	0.2701797	
1.115	0.2713773	
1.116	0.2728631	
1.118	0.2726189	
1.119	0.2735042	
1.121	0.2728024	
1.122	0.2728842	
1.124	0.2732445	
1.125	0.2735185	
1.127	0.2744123	
1.128	0.2749122	
1.13	0.2753133	
1.131	0.2738357	
1.133	0.2745205	
1.134	0.2747043	
1.136	0.2741711	
1.137	0.2741625	
1.139	0.2734421	
1.14	0.2744231	
1.142	0.2754706	
1.143	0.2765448	
1.144	0.275849	
1.146	0.2763163	
1.147	0.2764974	
1.149	0.2761633	
1.15	0.2744762	
1.152	0.2741502	
1.153	0.2739744	
1.155	0.2746545	
1.156	0.2742917	
1.158	0.2747925	
1.159	0.275008	
1.161	0.2755696	
1.162	0.2748611	
1.164	0.2745349	
1.165	0.2731132	
1.167	0.2725501	
1.168	0.2725484	
1.17	0.2721856	
1.171	0.2703617	
1.173	0.2697835	
1.174	0.2696625	
1.176	0.2690739	
1.177	0.2680682	
1.179	0.267474	
1.18	0.2671348	
1.182	0.267611	
1.183	0.2678298	
1.185	0.2678396	
1.186	0.2678982	
1.188	0.2681229	
1.189	0.269044	
1.191	0.2675427	
1.192	0.2675242	
1.194	0.2671084	
1.195	0.2672846	
1.197	0.2678967	
1.198	0.2688584	
1.2	0.2682304	
1.201	0.2688271	
1.203	0.2695052	
1.204	0.2689506	
1.206	0.2701325	
1.207	0.271384	
1.209	0.2720473	
1.21	0.2723852	
1.212	0.2730457	
1.213	0.2744389	
1.215	0.2747291	
1.216	0.275288	
1.218	0.276617	
1.219	0.2772253	
1.221	0.2772079	
1.222	0.2768337	
1.224	0.2772575	
1.225	0.2782481	
1.227	0.2797946	
1.228	0.2797908	
1.23	0.2791917	
1.231	0.2805944	
1.233	0.2801763	
1.234	0.2804454	
1.236	0.2803423	
1.237	0.2812429	
1.239	0.2827991	
1.24	0.2834629	
1.242	0.2836099	
1.243	0.2842465	
1.245	0.2844157	
1.246	0.2855074	
1.248	0.2867312	
1.249	0.2873225	
1.251	0.2879509	
1.252	0.2876779	
1.254	0.2882266	
1.255	0.2879325	
