Chrom.1		
UV		
ml	mAU	
1.858	0.05396086	
1.86	0.05371029	
1.861	0.05414933	
1.863	0.05358244	
1.864	0.05387939	
1.866	0.05360382	
1.867	0.05390779	
1.869	0.05290633	
1.87	0.05277398	
1.872	0.05352176	
1.873	0.05423815	
1.875	0.05409615	
1.876	0.05286863	
1.878	0.05278225	
1.879	0.05261128	
1.881	0.05319389	
1.882	0.05421923	
1.884	0.05453287	
1.885	0.05360563	
1.887	0.05377582	
1.888	0.05263789	
1.89	0.05222783	
1.891	0.05247163	
1.893	0.05348374	
1.894	0.0527538	
1.896	0.05255025	
1.897	0.05270797	
1.899	0.05303239	
1.9	0.05376751	
1.902	0.05384291	
1.903	0.05381452	
1.905	0.0549449	
